zoekopdracht;datum;url;sentiment;type;discussielengte;views;auteur;volgers;invloed;GPS breedtegraad;GPS lengtegraad;bericht tekst;type bron;titel
"""Coca-Cola European Partners"" OR...";2021-05-19 06:15;https://twitter.com/FTM_nl/status/1394869174615293953;;post;33;79722;FTM_nl;79722;187.3;;;In de VS was cocaïne populair als verdovingsmiddel, als huismiddeltje en het zat bijvoorbeeld in [Coca Cola]. Maar het toen nog legale cocaïne verdween plotseling. Hoe kwam het dan als illegaal product zo verpletterend terug na WOII? https://t.co/X3O0JuZdc5;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-19 06:07;https://twitter.com/rincredible/status/1394867384360439809;+;post;2;2134;rincredible;2134;1.6;;;Lol bodoh, otak kat lutut. Kau bukan merugikan zionis tapi menyusahkan pemilik/pekerja kedai tu je. Also [Coca-Cola] kitorang dibuat dan dikilangkan kat Bandar Enstek, bukan kat Tel Aviv.  SOP PUN TAK JAGA, KAU BERNAFAS MELALUI DAGU KE? BONGOK. https://t.co/XkqdG9KM3E;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-19 03:17;https://twitter.com/dougspeights/status/1394824533505368068;;post;;1081;dougspeights;1081;1.1;;;American Airlines, Nike, and [Coca-Cola] targeted in new ad campaign by conservative consumer group:  BOYCOTT...BOYCOTT....BOYCOTT !!! https://t.co/KDFY32L6yG;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 23:35;https://twitter.com/krefdebef/status/1394768513227796484;;post;;43;krefdebef;43;0.7;;;Beleg net als ik commissievrij met BUX Zero. We krijgen dan allebei een gratis aandeel zoals Apple, GoPro of [Coca-Cola]. https://t.co/SOjzJSs76N;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 13:29;https://twitter.com/EamonJavers/status/1394616107185709059;;post;2;65952;EamonJavers;65952;3.3;;;NEW: A conservative group is launching a “seven figure” TV ad campaign today that is sharply critical of “woke companies” and targets CEOs of American Airlines, [Coca Cola] and Nike.;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 10:42;https://twitter.com/SpyDeals_NL/status/1394574008939470848;;post;;138;SpyDeals_NL;138;0.6;;;Tray [Coca Cola] Zero original voor €9,99 bij Supspace https://t.co/3UJkPTmBdE;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 10:39;https://twitter.com/ttmnl/status/1394573370138763266;;post;;4836;ttmnl;4836;1.8;;;[Coca-Cola] kiest voor Shippeo https://t.co/pxavRQSBX4;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 09:50;https://twitter.com/TechVisorNL/status/1394561089493426177;;post;;1701;TechVisorNL;1701;0.6;;;SHIPPEO: [Coca-Cola] HBC maakt real-time tracking van leveringen voor klanten mogelijk https://t.co/8hmROz11dG #SHIPPEO #SupplyChain #SupplyChainManagement https://t.co/l1qE0dge09;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 09:03;https://twitter.com/MissetHoreca/status/1394549082257911811;;post;;19227;MissetHoreca;19227;1.8;;;[Coca-Cola] ondersteunt horeca met #helpendehandjes en Bruisend Begin https://t.co/IwEtabec4D https://t.co/HxN7I8QwxY;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 09:00;https://twitter.com/RetailNews_NL/status/1394548395356925955;;post;;9745;RetailNews_NL;9745;1.6;;;Lukt het [Coca-Cola] om populair te blijven? Een video. > https://t.co/99Ka8TrknQ #retail https://t.co/N7fbFuRRGT;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 07:07;https://twitter.com/pvanheel/status/1394519985880502272;;post;;54;pvanheel;54;1.6;;;@CocaColaBE_nl why are you shipping your production to the Netherlands? Is the factory in the Netherlands closed? @CocaCola_NL There is really another taste of the normal [Coca Cola] when it’s from Belgium. Although the webcare team from #cocacola_nl says it’s the same...#CocaCola https://t.co/x2pQW6cCpN;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 00:20;https://twitter.com/Mijn078Mening/status/1394417601560911876;;post;7;263;Mijn078Mening;263;1.7;;;@TheaBakhuys ik zal je elke week een uo date sturen van de @hvcgroep container te plekke. Kunnen ook @rogerwagemans vragen om wekelijks een kop koffie of een glaasje [Coca-Cola] te komen drinken bij mij zodat het vast kan stellen dat het klopt;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-18 00:12;https://twitter.com/dnnams/status/1394415674685067265;;post;;597;dnnams;597;0.6;;;[Coca-Cola] is not popular in Arab restaurants because it was founded by Jews.;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-17 21:34;https://twitter.com/OGA02/status/1394375766067056640;;post;;54;OGA02;54;0.6;;;Beleg net als ik commissievrij met BUX Zero. We krijgen dan allebei een gratis aandeel zoals Apple, GoPro of [Coca-Cola]. https://t.co/t3HBAL2JzL;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-17 19:15;https://twitter.com/WeQualGlobal/status/1394340740805890056;+;post;2;479;WeQualGlobal;479;0.7;;;We are proud to partner with  @WSJ  @IBM @JustEatUK @KelloggsUS @jpmorgan  @MorganStanley AZB & Partners [Coca-Cola] HBC @Mastercard  @pearsonplc  @ADI_News @Sageuk @Verizon  @Salesforce @centricaplc  @Ericsson @ReedSmithLLP @ABB @Zurich @EntainGroup @EDFenergy  #genderequality https://t.co/FNbRvQlhkp;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-17 17:47;https://twitter.com/jeffthijssen/status/1394318724136685575;;post;;398;jeffthijssen;398;0.7;;;Zojuist heb ik de geschreven putoptie op [Coca-Cola] gesloten aan $0,60. Daarmee mogen we $185 (76%) van de eerder ontvangen premie behouden. Deze tip deelde ik op 13 april via de website van @BelBelnl   https://t.co/tjIcivw274;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-17 16:36;https://twitter.com/CLTMotorSpdwy/status/1394300739254734853;;post;2;171908;CLTMotorSpdwy;171908;3;;;The [Coca-Cola] 600 with the fellas is not a joke. It's a lifestyle.;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-17 16:33;https://twitter.com/patrickdrogtrop/status/1394300034951401472;;post;;890;patrickdrogtrop;890;0.6;;;Beleg net als ik commissievrij met BUX Zero. We krijgen dan allebei een gratis aandeel zoals Apple, GoPro of [Coca-Cola]. https://t.co/pEd4kJdyX8;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-17 14:34;https://twitter.com/RetailNews_NL/status/1394270186874802176;;post;;9755;RetailNews_NL;9755;1.6;;;Waarom [Coca-Cola] nog steeds zo populair is > https://t.co/99Ka8TrknQ #retail https://t.co/RmD3xGymFq;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-16 21:06;https://twitter.com/Weekendtraders/status/1394006378428076036;+;post;;1038;Weekendtraders;1038;1.1;;;Is mei een goede maand om [Coca-Cola] aandelen te kopen? https://t.co/VrtopSTozX #Beleggen #AEX #Aandelen;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-16 13:56;https://twitter.com/Reblawrence12/status/1393898031896989701;;post;3;691;Reblawrence12;691;2.4;;;I’m giving up [Coca Cola]. https://t.co/mbhsApM1Px;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-16 13:24;https://twitter.com/Klacht_NL/status/1393890189714595843;;post;;1241;Klacht_NL;1241;0.6;;;Er is een nieuwe klacht gemeld over [Coca-Cola] op https://t.co/s8ifVv0DFc, zie https://t.co/Q4jhml2Yt8 Oplossen? https://t.co/Ls4T06i8Ff;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-16 11:05;https://twitter.com/ArtsenV/status/1393855022925025281;;post;2;2040;ArtsenV;2040;21.4;;;Er zijn veel samenzweringstheorieën – sommigen geloven dat reptielen de regering van de VS leiden en anderen dat [Coca-Cola] het bloed van christelijke baby’s gebruikt om zijn frisdranken te maken. Er zijn mensen die “chemtrails” hebben gezien en anderen..  https://t.co/1A0H4n336J https://t.co/vOdXy2wSig;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-16 08:22;https://twitter.com/Klacht_NL/status/1393813980670566401;;post;;1241;Klacht_NL;1241;0.6;;;Er is een nieuwe klacht gemeld over [Coca-Cola] op https://t.co/s8ifVv0DFc, zie https://t.co/3PE1G5RMHB Oplossen? https://t.co/Ls4T06i8Ff;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-16 02:40;https://twitter.com/climatebabes/status/1393728045048111106;;post;;2161;climatebabes;2161;1.6;;;[Coca Cola] is not your friend.. https://t.co/KgCG2GzW0T;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-15 23:42;https://twitter.com/dougspeights/status/1393683234651885572;;post;;1079;dougspeights;1079;1;;;[Coca-Cola] just axed another soda:  BOYCOTT COKE!! https://t.co/LHT0UwKkM8;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-15 17:22;https://twitter.com/seokjinniekook/status/1393587693695733765;;post;;118;seokjinniekook;118;1.6;;;Als je echt Israël shit vindt, en Israël wil boycotten dan zou je nooit meer naar Starbucks moeten gaan, nooit meer naar McDonalds, nooit meer [Coca Cola] drinken etc;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-15 15:01;https://twitter.com/yunusava03/status/1393552194603995142;-;post;7;431;yunusava03;431;1.4;;;Erdogan is hypocriet omdat hij handel drijft me Israël? En jij dan? Heel uw leven drink je [Coca Cola] en Fanta, heel uw leven ben je op McDonalds, heel uw leven gebruik je zoveel Israëlitische producten. Boycott ze? Waarom naar andere kijken als het bij jezelf begint.;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-15 14:26;https://twitter.com/Klacht_NL/status/1393543328717840384;;post;;1239;Klacht_NL;1239;0.6;;;Er is een nieuwe klacht gemeld over [Coca-Cola] op https://t.co/s8ifVv0DFc, zie https://t.co/sQIOSLY9iE Oplossen? https://t.co/Ls4T06i8Ff;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-15 12:50;https://twitter.com/dougspeights/status/1393519226971951106;;post;;1078;dougspeights;1078;1;;;[Coca-Cola] discontinues energy drink in North America:  BOYCOTT COKE AND DELTA AS WELL! https://t.co/1kdOhrXQuH;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-15 10:00;https://twitter.com/YourMcColls/status/1393476306793345026;;post;14;13880;YourMcColls;13880;4.3;;;[Coca-Cola] are giving 15 of you the chance to win a @CocaCola_GB football https://t.co/F4V6xhq25G order to enter like this page, share this post and comment your favourite footballer!  Winners announced 5pm tonight ⚽  18+, UK only, ends 15/5/21 T&C’s https://t.co/WZkp2aSQNz https://t.co/Fjaui1ibIU;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-15 00:44;https://twitter.com/SpoRiverfrontPk/status/1393336353677484033;;post;2;3819;SpoRiverfrontPk;3819;4.3;;;Our Pop-up Vaccine Clinic is happening now until 7:00 p.m at the orange Howard St. bridge in Riverfront. Food and beverage specials provided by David's Pizza and [Coca-Cola], and free roller skate rentals to those receiving vaccinations (roller skate admission is always free). https://t.co/YqhzQ33btw;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 23:45;https://twitter.com/PGrasspriet/status/1393321487516450818;;post;2;2484;PGrasspriet;2484;132.8;;;"Dus het recept van de [Coca Cola] is nog steeds een mysterie en de inhoud van een in elkaar geflanst ""vaccin"" zou zomaar eventjes vrijgegeven worden door de farmacie?";twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 23:24;https://twitter.com/sevillaswaves/status/1393316340832874503;;post;2;1131;sevillaswaves;1131;0.2;;;"-- karol sevilla (@karolsevilla) as latas de [Coca-Cola]; a thread https://t.co/gfefW05CZe";twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 19:54;https://twitter.com/business/status/1393263355893370890;;post;;7326334;business;7326334;5.4;;;Coke is discontinuing its underperforming [Coca-Cola] Energy drink in North America just over a year after it was rolled out https://t.co/ZBV4IetgMm;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 18:13;https://twitter.com/dougspeights/status/1393238102681038851;;post;;1078;dougspeights;1078;1;;;Kurt Busch to honor Medal of Honor recipient Cpl. Jason Dunham at [Coca-Cola] 600:  BOYCOTT COKE AND NASCAR!! https://t.co/AnjTBANayc;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 17:28;https://twitter.com/DagobertDago/status/1393226673974353920;+;post;;602;DagobertDago;602;5.3;;;Tomorrow me and @GijsbeerSmash will be casting the final part of the [Coca-Cola] Breakpoint Ultimate Online 2021.5 bracket from 17:00 till 20:00. Make sure to tune in at https://t.co/r9xCYuexoo, a lot of top players are already there :)  https://t.co/i5Ax95Smbr;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 17:05;https://twitter.com/DailyMirror/status/1393220809641111554;;post;;1258433;DailyMirror;1258433;1.5;;;Carer who died had been drinking a 'large volume of [Coca-Cola]' in his final days  https://t.co/9fUu0CHEKQ https://t.co/pYOVEYIQ8O;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 16:05;https://twitter.com/DailyMirror/status/1393205709861318659;;post;;1258449;DailyMirror;1258449;1.5;;;Carer who died had been drinking a 'large volume of [Coca-Cola]' in his final days  https://t.co/9fUu0CZfCo https://t.co/LvhKchzui0;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 15:33;https://twitter.com/BijlDJ/status/1393197723592105985;;post;;199;BijlDJ;199;1.4;;;Beleg net als ik commissievrij met BUX Zero. We krijgen dan allebei een gratis aandeel zoals Apple, GoPro of [Coca-Cola]. https://t.co/E0zh4M6h50;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 15:23;https://twitter.com/teamwendyxo/status/1393195264224239616;;post;2;3620;teamwendyxo;3620;30.6;;;[Coca-Cola]-Light-Break... https://t.co/M6NhiH0nEL;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 15:05;https://twitter.com/DailyMirror/status/1393190610249650178;;post;2;1258431;DailyMirror;1258431;1.5;;;Carer who died had been drinking a 'large volume of [Coca-Cola]' in his final days  https://t.co/9fUu0CHEKQ https://t.co/pVNHjp4XsX;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 14:05;https://twitter.com/DailyMirror/status/1393175511019319296;;post;;1258431;DailyMirror;1258431;1.5;;;Carer who died had been drinking a 'large volume of [Coca-Cola]' in his final days  https://t.co/9fUu0CZfCo https://t.co/rqNJH9pUCF;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-14 13:05;https://twitter.com/DailyMirror/status/1393160554940862465;;post;;1258423;DailyMirror;1258423;1.5;;;Carer who died had been drinking a 'large volume of [Coca-Cola]' in his final days  https://t.co/9fUu0CHEKQ https://t.co/eopfqTsLZH;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-13 18:19;https://twitter.com/dogrudegilyanls/status/1392877044111917060;;post;2;84288;dogrudegilyanls;84288;4.2;;;"[Coca Cola] ve Pepsi'nin ortalama asit değeri PH:3.4. Yani demirdeki pasları bile çözebilir! Bu çocuklar için ""diş çürüğü ve ülser"" demek! Neden sigaranın üzerine ""sağlığa zararlıdır"" yazılırken, [Coca Cola] ve Pepsi üzerine ""diyabet, obezite, kanser"" yapar diye yazılmıyor? https://t.co/8LKeQASb1D";twitter;
"""Coca-Cola European Partners"" OR...";2021-05-13 12:00;https://twitter.com/FiveGuysBE/status/1392781715383390211;;post;;163;FiveGuysBE;163;0.7;;;Pick, Push, Pour. Onze [Coca-Cola] Freestyle machines bieden meer dan 100 verschillende smaken! ________  #fiveguysbe #fiveguys #5guys #burgersandfries #5guysburgers #customize #cocacola #freestyle https://t.co/RMbbQMk6F5;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-13 09:22;https://twitter.com/1001boeren/status/1392741957462634496;;post;;847;1001boeren;847;0.5;;;‘Regel aanbod en vraag zoals [Coca-Cola]: 29% marge’ https://t.co/qbQqubneqe;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-13 08:17;https://twitter.com/onnej81/status/1392725683768643584;-;post;;107;onnej81;107;1.4;;;Topo Chicosletjes bekt wel minder goed dan Breezersletjes.   Spuitwater met alcohol: [Coca-Cola] komt met nieuw drankje naar België https://t.co/y165jgPlpo;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-13 02:25;https://twitter.com/ikeamasasi/status/1392637066589220868;;post;8;26426;ikeamasasi;26426;2.8;;;[Coca Cola] dökme, dolar yakma, portakal bıçaklama dahil tüm salakça eylemleri unutun... Kralı geldi https://t.co/yf3tNJrTen;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-12 22:13;https://twitter.com/Tvnzuid/status/1392573793068015617;;post;;2007;Tvnzuid;2007;1.7;;;Wist je dat [Coca-Cola] vroeger cocaïne bevatte ?;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-12 21:10;https://twitter.com/VTMNIEUWS/status/1392557689310429184;;post;14;229022;VTMNIEUWS;229022;65.2;;;Spuitwater met alcohol: [Coca-Cola] komt met nieuw drankje naar België https://t.co/WZ8AC8E7g9;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-12 15:58;https://twitter.com/CCEnl/status/1392479254407958536;;post;4;2918;CCEnl;2918;5.7;;;Zojuist verschenen in het Tijdschrift voor Psychiatrie: artikel over de resultaten van het onderzoek naar consultaties van [CCE] in de GGZ. Met dank aan Barbara Stringer, Roel Mocking, Didier Rammers en Bauke Koekkoek. https://t.co/6mPTnttX7c #GGZ #psychiatrie https://t.co/qHFsT1PugU;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-12 13:24;https://twitter.com/CuliAmbiance/status/1392440656153489408;;post;;105;CuliAmbiance;105;0.6;;;[Coca-Cola] lanceert met hard seltzer eerste alcoholische drankje op Belgische markt - Culinaire Ambiance  https://t.co/IX1B1O89jZ https://t.co/YbN92jwpHl;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-12 10:56;https://twitter.com/Johnrambo497/status/1392403385731649537;;post;;100;Johnrambo497;100;0.6;;;Spuitwater met alcohol: [Coca-Cola] komt met nieuw drankje naar België https://t.co/U7SbmD0FzX;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-12 08:25;https://twitter.com/retaildetailbe/status/1392365293880725505;;post;;7420;retaildetailbe;7420;0.5;;;Ook [Coca-Cola] springt op de ‘hard seltzer’-sneltrein met Topo Chico https://t.co/url022Ovc0;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 13:23;https://twitter.com/TomZoete/status/1392077907795787784;+;post;4;1419;TomZoete;1419;7.2;;;Breaking news: Danone, Spadel, [Coca-Cola] en Pepsi staan nu steeds meer open voor #statiegeld op hun blikjes en flesjes   Mooi dossier van @redacTendances https://t.co/TZdX9MUBWl  #consigne https://t.co/0Y7FRboq37;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 10:46;https://twitter.com/FoodClicks/status/1392038483636670464;;post;;2307;FoodClicks;2307;0.6;;;[Coca-Cola] brengt drankjes op de menukaart tot leven met AR-techniek |  https://t.co/uleB2qXnDJ;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 09:59;https://twitter.com/JoeyvanMaanen/status/1392026582982746112;;post;;590;JoeyvanMaanen;590;1.4;;;[Coca Cola] zet AR in voor ‘margerijke drankjes’ https://t.co/lcazm40lBM Visuele aspecten spelen een belangrijke rol in de uiteindelijke keuze van het drankje. https://t.co/nBoHzdo3i5;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 09:24;https://twitter.com/CocaCola_NL/status/1392017663203942406;;post;;13114;CocaCola_NL;13114;1.5;;;[Coca-Cola] in Nederland voegt als eerste frisdrankproducent wereldwijd een AR-beleving toe aan het serveren van drankjes in de horeca. Met ’The Soda Experience’ komen drankjes op de menukaart tot leven. https://t.co/uizOeTvbf7;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 09:16;https://twitter.com/LAProgressive/status/1392015824043532288;;post;;52200;LAProgressive;52200;1;;;#RT @theintercept: Virginia Republican Pete Snyder has positioned himself in the state’s gubernatorial primary as a fearless enemy of “cancel culture” and “woke companies,” heaping scorn on entities such as [Coca-Cola] that dared criticize Georgia’s recent… https://t.co/hTakHgfBdt;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 09:12;https://twitter.com/PiaVrijmoed/status/1392014665643929605;;post;;1711;PiaVrijmoed;1711;2.8;;;[Coca Cola] zet AR in voor ‘margerijke drankjes’ https://t.co/nrALESi8aU;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 08:33;https://twitter.com/MMPNieuws/status/1392004848233721856;;post;;299;MMPNieuws;299;0.5;;;[Coca Cola] zet AR in voor ‘margerijke drankjes’ - https://t.co/giiL4o5bQx;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-11 08:29;https://twitter.com/CCEnl/status/1392003886932705287;;post;4;2915;CCEnl;2915;5.6;;;Innovatie-impuls Gehandicaptenzorg (IIG) en [CCE] bundelen hun krachten in een pilot van 6 [CCE]-consultaties. In deze consultaties wordt ‘technologie’ toegevoegd aan het scala van mogelijke interventies bij vastlopende situaties in de #gehandicaptenzorg.👉https://t.co/5KGyYLMdJy;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-10 22:57;https://twitter.com/theintercept/status/1391860065632768000;;post;2;862027;theintercept;862027;31.1;;;Virginia Republican Pete Snyder has positioned himself in the state’s gubernatorial primary as a fearless enemy of “cancel culture” and “woke companies,” heaping scorn on entities such as [Coca-Cola] that dared criticize Georgia’s recent election law. https://t.co/KXSPjJQTmW;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-10 19:51;https://twitter.com/thannyd/status/1391813093953519616;;post;2;43;thannyd;43;1.2;;;@JumboSupermarkt kan de cola wat meer evenwichtig verdeeld worden in jullie filiaal Buikslotermeerplein te Amsterdam?  Pepsi (Max) is al ruim 2 weken niet meer op voorraad, terwijl [Coca-Cola] 4x zoveel ruimte in de schappen heeft.  Groeten,  Een Pepsidrinker. https://t.co/VcPnzUfWwk;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-10 15:27;https://twitter.com/Verkaanhetwerk/status/1391746780174458881;;post;;592;Verkaanhetwerk;592;1.8;;;Beleg net als ik commissievrij met BUX Zero. We krijgen dan allebei een gratis aandeel zoals Apple, GoPro of [Coca-Cola]. https://t.co/7MCAjflvG7;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-10 15:04;https://twitter.com/OGA02/status/1391740847138476036;;post;;56;OGA02;56;0.6;;;Beleg net als ik commissievrij met BUX Zero. We krijgen dan allebei een gratis aandeel zoals Apple, GoPro of [Coca-Cola]. https://t.co/t3HBAL2JzL;twitter;
"""Coca-Cola European Partners"" OR...";2021-05-10 14:47;https://twitter.com/CCEnl/status/1391736693087260672;;post;38;2915;CCEnl;2915;5.2;;;“Te veel kinderen krijgen een diagnose en groeien op met het idee dat ze afwijken”, aldus Bert Wienen n.a.v. zijn proefschrift. [CCE]-coördinator Karin Janssen sprak met hem over het belang van de context in de ontwikkeling van het kind https://t.co/9pRkgt7F7x #Onderwijs #Jeugdhulp https://t.co/XmYPjWxiGA;twitter;
