zoekopdracht;datum;url;sentiment;type;discussielengte;views;auteur;volgers;invloed;GPS breedtegraad;GPS lengtegraad;bericht tekst;type bron;titel
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-29 14:03;https://twitter.com/MusicWeek/status/1376505317807300608;;post;;152903;MusicWeek;152903;1.7;;;[ATC] Management launches student talent scout programme with BIMM https://t.co/hmfiSLYSNj https://t.co/UGq8BEbwLl;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-28 17:04;https://twitter.com/vvatc5/status/1376188500199026692;;post;2;1076;vvatc5;1076;2;;;De shirts zijn binnen! Ter ere van de 250e wedstrijd van [ATC]-5 met alle namen die destijds ooit voor ons zijn uitgekomen! https://t.co/NESt7iude6;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-27 05:26;https://twitter.com/Garry29657483/status/1375665475842043905;;post;2;3;Garry29657483;3;4.3;;;There is a big scam in AAI [ATC] and AO exam We are Aspirants who do a study for 10-11 hrs along with profession...but then this scams happened and India lost the real talent. Scaring things about this exam 1. Syllabus upload then updated https://t.co/VixfabS6li;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-26 19:01;https://twitter.com/nlalphaaudio/status/1375508103358152705;;post;;1411;nlalphaaudio;1411;0.5;;;Live Stream Triple Test – [ATC] – Grimm Audio – Dutch & Dutch https://t.co/N97LR1LStw;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-26 16:00;https://twitter.com/nlalphaaudio/status/1375462675564625925;;post;;1411;nlalphaaudio;1411;0.5;;;Live Stream Triple Test – [ATC] – Grimm Audio – Dutch & Dutch https://t.co/TtF0LlazEG;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-25 15:21;https://twitter.com/Ekkersrijt/status/1375090444837789698;+;post;;623;Ekkersrijt;623;1.3;;;Het ArbeidsTransitieCentrum ([ATC]) gaat verhuizen!   Ze hebben een mooie nieuwe locatie gevonden buiten #Ekkersrijt om met hun leerlingen te werken aan fijne opdrachten, ook voor bedrijven van ons bedrijvenpark.  Meer via portal Ekkersrijt: https://t.co/ZAZ2xb37W9 https://t.co/OM23pXp9c8;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-25 10:30;https://twitter.com/exfactory/status/1375017229826334722;;post;;1380;exfactory;1380;0.6;;;#KOMO VR 510 MACH XTREME CNC ROUTER ([ATC]) https://t.co/IXH0i8QSr8 #WoodworkingMachinery https://t.co/3evfayNX0U;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-25 04:26;https://twitter.com/k_helca/status/1374925679381393413;-;post;;561;k_helca;561;2.2;;;El Al cargo✈transported from JFK Airport NYC a secret load of 😱weapons including #plutonium,⏳depleted #uranium⌛ & #bioweapon called #mycoplasm in its cargo bay before crashing on an attempt to return to #Schipol Airport, in Op directed by #Israeli #Mossad instead of Dutch [ATC] https://t.co/5X2SxupS3r;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-24 16:30;https://twitter.com/nlalphaaudio/status/1374745357679276032;;post;;1411;nlalphaaudio;1411;0.5;;;Live Stream test – Grimm – [ATC] – Dutch & English https://t.co/bGImqVpxGc https://t.co/gS0j98BJxX;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-24 11:54;https://twitter.com/atcnetwork/status/1374676009367265280;;post;;6471;atcnetwork;6471;0.7;;;Rohde & Schwarz assures quality of ANSP networks for airspace recovery https://t.co/ofchEoqZfh @AtcRohde “Air traffic is recovering again and communications systems need to be ready to handle the future increase in air traffic,” Jindrich Slavik, [ATC] Portfolio Manager, R&S https://t.co/cU9A4QWKpQ;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-24 10:00;https://twitter.com/NTvG_actueel/status/1374647216602820613;;post;;18443;NTvG_actueel;18443;4.9;;;De overlevingskansen van patiënten met een anaplastisch schildkliercarcinoom ([ATC]) kunnen beter. Met dat doel is in 2020 het Nederlands anaplastisch schildklierkankerconsortium opgericht. https://t.co/rMYxpJ1xFR https://t.co/eQWQV1Xo7Z;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-23 10:41;https://twitter.com/nlalphaaudio/status/1374295149472149504;;post;;1411;nlalphaaudio;1411;0.5;;;Live Stream test – Grimm – [ATC] – Dutch & Dutch https://t.co/bGImqV7WhC https://t.co/5lxxvEZ9qN;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-22 21:27;https://twitter.com/JohnGDryden/status/1374095328253771779;;post;;18973;JohnGDryden;18973;0.5;;;AAI [ATC]/AO 2021: Reschedule exam dates, students demand https://t.co/uSJus8dYHl #reshedule_aai_exam;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-22 16:16;https://twitter.com/Bolero_BE/status/1374017107155898382;;post;;9442;Bolero_BE;9442;1.2;;;Wat bedrijfsresultaten betreft verdienen Adobe, E.On, [Altice Europe], Picanol, Tessenderlo en Deutsche Wohnen je aandacht. Benieuwd wat er voor de rest van de week nog op het programma staat? Bereid je voor en check ons #machtigmakkelijk overzicht 👉https://t.co/nYl4apdYRN https://t.co/9rwmsqX81j;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-19 10:05;https://twitter.com/guidoz/status/1372836716227215361;-;post;3;3874;guidoz;3874;3.7;;;Sneue gemeente dat ze [ATC] Sloterplas 2 a 3 jaar in de steek laat! Belachelijke reactie @simonekukenheim https://t.co/DgZ2iUsNm4;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-18 21:27;https://twitter.com/VA_ArieMartijn/status/1372645807997001728;;post;;634;VA_ArieMartijn;634;3.3;;;Tennisvereniging [ATC] Sloterplas richtte vandaag een 'noodpark' op bij de Stopera. Het bestuur bood @simonekukenheim een petitie met meer dan 2000 handtekeningen aan.   https://t.co/V2R56rOT6t;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-18 14:48;https://twitter.com/VA_ArieMartijn/status/1372545562566868999;;post;3;634;VA_ArieMartijn;634;3.2;;;Vóór de Stopera heeft [ATC] Sloterplas een petitie met 2067 handtekeningen overhandigd aam Simone Kukenheim.  Vanmiddag vanaf 17.00 te bekijken op AT5 en RTV NH. https://t.co/EIM96yepO9;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-17 15:15;https://twitter.com/blikopnoordwijk/status/1372189843166478339;;post;;2525;blikopnoordwijk;2525;1;;;https://t.co/KptvDC5FZf BlikOp: een dagje mee met [ATC] (foto’s en filmpje) @atcnoordwijk;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-17 07:32;https://twitter.com/ATC65/status/1372073330132520962;;post;2;1381;ATC65;1381;1.4;;;Democratie viert hoogtij [ATC]’65! Stemlokaal in [ATC]-clubhuis is open. Team staat klaar. Stemmen maarrr!!! #verkiezingen #stemmen #democratie;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-13 12:41;https://twitter.com/DGMR_News/status/1370701660289445888;+;post;3;1185;DGMR_News;1185;4.2;;;Motoren F16 in nieuwe #A400M richting Jordanië. Prachtig #teamwork met veel inspanningen achter de schermen. Matbeheerders, loadmasters, piloten, techniekers, [ATC], mouvement control -douane clearances,... #militaryspirit 👏🏼 lees ook https://t.co/TKeLM07Xk1 https://t.co/0bn6tcLkhW;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-11 15:43;https://twitter.com/guidoz/status/1370022694696062976;;post;6;3878;guidoz;3878;4.1;;;Na voetbalclubs, trapveldjes en onbebouwde braakliggende terreintjes, die verdwenen,  mag je straks ook voor #tennis in #020west kilometers extra reizen. Teken https://t.co/1NLGqOgIeo  Zoekhulp door B&W Actiegroep & Bestuur Red [ATC] #Sloterplas #wonen #woningtekort #nimby #Storm https://t.co/H3FraB2MOY;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-11 11:24;https://twitter.com/Ethoxyethaan/status/1369957498044768257;;post;2;44;Ethoxyethaan;44;0.6;;;"Covid is al >1J een feit maar de [ATC] codes voor covid vaccinaties zitten nog steeds niet in de SAM ""source authentique des médicaments"" zelfs na het openen van helpdesks. hier zie je dat als zelfs de database centraal ligt het nog steeds prullen is.";twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-10 22:26;https://twitter.com/GeslachtsDale/status/1369761511976165383;-;post;;520;GeslachtsDale;520;1.3;;;Bestaan er grotere mietjes als de mensen die in Warzone in de [ATC] toren gaan zitten;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-10 18:05;https://twitter.com/mfw1970/status/1369696022448996352;;post;;298;mfw1970;298;1.6;;;[ATC] '65 Hengelo (Ov) 🇳🇱 ( A Triginta Conditum / uit dertig ontstaan) Sportpark Slangenbeek #nonleaguefootball #nonleague #nonleaguegrounds #amateurvoetbal #amateurfußball #groundhopping https://t.co/lCywkh4fxb;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-10 16:06;https://twitter.com/atcnetwork/status/1369665958755844098;;post;;6462;atcnetwork;6462;0.6;;;Advanced Tower for an advanced airport!  Liege Airport is now certified as Advanced [ATC] Tower https://t.co/3B2SQTvbPe @skeyesBE_EN https://t.co/jLKq2qIMyj;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-10 13:21;https://twitter.com/studio26radio/status/1369624480482492419;;post;;1110;studio26radio;1110;0.4;;;Now Playing: [ATC] - Around the World;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-10 13:15;https://twitter.com/atcnetwork/status/1369623022546653189;;post;;6462;atcnetwork;6462;0.6;;;Through Airport and [ATC] Systems, a German company, SITTI will be providing a brand new VCS (Voice Communication System Solution) to the Heydar Aliyev International Airport https://t.co/F9RnbMe2pn;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-08 14:24;https://twitter.com/PlusFysio/status/1368915435178037254;;post;;114;PlusFysio;114;0.6;;;Tennisseizoen [ATC] Veenhorst begint https://t.co/sVC8Ih8tpE;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-07 20:04;https://twitter.com/geert_talsma/status/1368638699651629056;;post;;2727;geert_talsma;2727;1.4;;;Kijk 'Harrison Ford Lands on Taxiway | [ATC] vs Pilots' op YouTube https://t.co/MGUt2plrNt;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-07 19:33;https://twitter.com/VA_ArieMartijn/status/1368630853543329797;;post;4;635;VA_ArieMartijn;635;1.4;;;Steun de Amsterdamse tennisvereniging [ATC] Sloterplas, die dreigt te verdwijnen omdat er geen tennisbanen beschikbaar zijn. Teken je ook? #knltb #amsterdam @SportraadAdam @Sportpunt020   https://t.co/pqH9wCzJBw;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-07 10:21;https://twitter.com/petities/status/1368492024853377026;;post;;2251;petities;2251;0.8;;;https://t.co/gkxKgFOSpx nieuwe #petitie “Tennisbanen voor [ATC] Sloterplas Amsterdam” #amsterdam;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-06 11:14;https://twitter.com/vvatc5/status/1368142878556512256;-;post;3;1078;vvatc5;1078;2.5;;;Dit weekend nog te bestellen: shirts 250x [ATC]-5 met alle namen ooit voor ons uitgekomen! Slecht 10 eurootjes! https://t.co/MsQ0qHslPJ;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-04 17:28;https://twitter.com/noordwijk/status/1367512291357249542;;post;;769;noordwijk;769;0.9;;;Zoekt u een baan? Bekijk de nieuwe Blik Op vacatures (o.a. Tespelduyn, Eeterij de Beleving en [ATC] All Traffic Care).: Onder het menu-item 'BlikOp' staat de link naar de 'Blik Op vacatures' pagina, bent u zoek naar een baan dan bent u bij Blik Op… https://t.co/okP4fX8kbY;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-04 10:22;https://twitter.com/Medianieuwtjes/status/1367404963534573568;;post;;2088;Medianieuwtjes;2088;0.6;;;[Altice] to shed Portuguese employees https://t.co/EkcjVlmzft https://t.co/e1BpjNjABr;twitter;
"""Altice Europe"" OR ""ATC"" OR ""Alt...";2021-03-03 19:09;https://twitter.com/vvatc5/status/1367175216263266304;-;post;2;1078;vvatc5;1078;1.2;;;Op veler verzoek gaan wij deze unieke 250 wedstrijden jubileumshirt (met alle namen die ooit voor ons zijn uitgekomen) van [ATC]-5 bestellen!   Wil je ook zo'n gek shirtje ? Pb even voor je maat! Slecht 10 eurootjes!  #atc5 #hengelo #250 #jubileum #tshirt #design https://t.co/opjRB17XlM;twitter;
